1,guess,5,7,"['EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH']",False
multi,"['Leone', 'livre', 'Topsy']",3,11,"['EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH']",False
one,lamp,4,4,"['WORD', 'DATA', 'PLAY', 'LAMP']",False
multi,"['bough', 'delta', 'tacit', 'Clara', 'canal', 'Oscar', 'briny']",7,11,"['EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH', 'EARTH']",False
one,clump,5,7,"['EARTH', 'MOUSE', 'SAUCE', 'AMBER', 'CAUSE', 'CRUST']",False
one,byway,5,7,"['EARTH', 'MOUNT', 'CRAMP', 'AMBER', 'BLACK', 'BLAME']",False
one,shank,5,7,"['EARTH', 'BLAME', 'EARTH', 'EARTH', 'EARTH', 'EARTH']",False
one,cadre,5,7,"['EARTH', 'BLAME', 'RANGE', 'CLASS', 'EARTH', 'EARTH']",False
